condition_label,medical_abstract
4,"Surgical treatment of aneurysm or dissection involving the ascending aorta and aortic arch, utilizing circulatory arrest and retrograde cerebral perfusion. Recently we replaced the ascending aorta and aortic arch in 8 patients with aneurysm or dissection, using profound hypothermic circulatory arrest with retrograde cerebral perfusion. There were no operative deaths. Open aortic anastomosis facilitated repair of the aortic arch without clamping the arch tributaries, and embolism due to particulate debris from clamping of the arch vessels was eliminated. Retrograde cerebral perfusion during profound hypothermic circulatory arrest is a simplified technique that may protect the brain. This method offers advantages over previously described methods, particularly in obviating dissection of the arch tributaries and the clamping thereof, and in protecting the central nervous system. "
1,"Anti-idiotype monoclonal antibody carrying the internal image of ganglioside GM3. Murine anti-idiotype monoclonal antibodies were generated against a human IgM monoclonal antibody (L612) that recognizes ganglioside GM3 on human melanoma. Hybridomas secreting antibodies that bound specifically to L612 were selected by enzyme-linked immunosorbent assay using L612 and three negative control human IgMs, including monoclonal anti-GM2 and anti-GD2 antibodies, as well as purified serum IgM, as antigen sources. GM3-binding inhibition and cell-binding inhibition assays were used to identify seven anti-idiotype monoclonal antibodies that recognized determinants located within the antigen-combining sites of L612. To determine whether these anti-idiotype monoclonal antibodies possessed the internal image of the original antigen, we immunized syngeneic BALB/c mice with one of the anti-idiotype monoclonal antibodies, 4C10, coupled with keyhole limpet hemocyanin. Sera from the immunized mice reacted strongly with an antigen-positive M12 melanoma cell line and with purified GM3. Because L612 detects and kills melanoma tumor cells in vitro and in vivo in the presence of complement without affecting normal tissues, anti-idiotype monoclonal antibodies carrying the internal image of GM3 may be an effective tool for active specific immunotherapy in patients with melanoma. "
1,"Chemotherapy of brain metastases from lung carcinoma: a controlled randomized study. A controlled randomized study was carried out to evaluate the effects of chemotherapy in patients with brain metastases from lung carcinoma. One hundred patients were randomly divided into three groups at the time of diagnosis or after surgery for metastases. Group A received radiotherapy alone; Group B received radiotherapy and chloroethylnitrosoureas (methyl-CCNU, 100-120 mg/m2, or ACNU 80-100 mg/m2, every 6-8 weeks), and Group C received radiotherapy and a combination of chloroethylnitrosoureas and tegafur (300 mg/m2, daily). Of the 100 patients, 88 could be evaluated. The reduction rates of the tumors of the patients in whom tumor was not surgically removed or not totally removed were compared. Complete resolution of the tumor was noted in 29, 69, and 63% of the patients in Groups A, B, and C, respectively. Tumor regression of greater than or equal to 50% was seen in 36, 69, and 74% of the patients in Groups A, B, and C, respectively. The difference in the response rates of Groups A and C was statistically significant (P less than 0.05). Median survival after the start of treatment for brain metastasis was 27, 30.5, and 29 weeks in Groups A, B and C, respectively. There was 1 long-term survivor (more than 5 years) in Group A, 3 in Group B, and 1 in Group C. The main cause of death was deterioration attributable to the primary lesion or systemic metastasis, and no statistical difference was noted in survival time among the groups. "
4,"Restoration by insulin of impaired prostaglandin E1/I2 receptor activity of platelets in acute ischemic heart disease. Treatment of normal platelet-rich plasma with a physiological amount of insulin (100 microunits/ml, optimum concentration) for 3 hours at 23 degrees C stimulated the binding of prostaglandin E1 by more than twofold (3,940 +/- 250 sites/10(8) platelets) compared with the nontreated, control platelet-rich plasma (1,590 +/- 265 sites/10(8) platelets). After platelet-rich plasma from patients with acute ischemic heart disease (n = 43), whose platelets showed impaired prostaglandin E1/I2 receptor activity (850 +/- 100 sites/10(8) platelets), was incubated with insulin (optimum amounts varied from 100 to 200 microunits/ml), the binding of the prostanoid was restored to normal levels (1,790 +/- 140 sites/10(8) platelets) in 75% of the cases. Twenty-five percent of the patients did not respond to the stimulatory effect of insulin. The increased binding of the prostanoid to the insulin-treated platelets also resulted in increased cyclic AMP levels both in normal subjects (44.14 +/- 3.1 pmol/10(8) [insulin-treated] platelets versus 16.35 +/- 2.91 pmol/10(8) [control] platelets) and in patients with acute ischemic heart disease (23.87 +/- 4.1 pmol/10(8) [insulin-treated] platelets versus 7.70 +/- 2.0 pmol/10(8) [control] platelets) by the prostanoid (1.0 microM). The treatment of platelet-rich plasma with the hormone decreased the minimum inhibitory concentration of the prostanoid from 34 +/- 14 to 15 +/- 9 nM (p less than 0.001) in the case of normal volunteers and from 49 +/- 15 to 32 +/- 11 nM (p = 0.002) in the case of ""responder"" patients. Insulin did not produce any effect on the inhibition of platelet aggregation by the prostaglandin in ""nonresponder"" patients. In the follow-up study, although the stimulatory effects of insulin on platelets from responder patients were improved to normal levels, the platelets from the nonresponder patients remained persistently unresponsive to the effect of the hormone. "
2,"Proposal of a modified scintigraphic method to evaluate duodenogastroesophageal reflux. Hepatobiliary scintigraphy with 99mTc-HIDA offers a noninvasive method to detect duodenogastric reflux. Biliary reflux was graded using the persistence rather than the intensity of the radioactive refluxate: Grade 0 was considered the absence of reflux, minimal reflux, or reflux in the first 10-15 min; Grade 1 was repetitive reflux lasting less than 10 min; Grade 2 was persistent reflux; and Grade 3 was reflux up to the esophagus. Twenty-five patients with foregut symptoms were studied and results were compared to 24-hr gastric pH monitoring. Scintigraphy and pH monitoring agreed in 15 out of 25 patients (60%), but no correlation was found with the endoscopic findings. The rationale for this approach is based on pathophysiologic evidence that damage to gastric and/or esophageal mucosa is mainly related to the prolonged contact time with duodenal contents. This technique seems to allow a complete functional evaluation of the esophagogastroduodenal tract without causing adjunctive irradiation or discomfort to the patient. "
1,"Strategy for lymphadenectomy in lung cancer three centimeters or less in diameter We have surgically treated 221 patients with a primary lung cancer 3.0 cm or less in diameter. There were 8 patients with a tumor 1.0 cm or less in diameter (group A), 84 with a tumor 1.1 to 2.0 cm in diameter (group B), and 129 with a tumor 2.1 to 3.0 cm in diameter (group C). The incidence of N0, N1, and N2 disease was 100%, 0%, and 0%, respectively, for patients in group A; 83%, 5%, and 12% in group B; and 62%, 12%, and 25% in group C (N0 versus N2, p less than 0.01). For the 63 patients with regional lymph node involvement, ""skipping"" metastasis was present in 28.6%. The 5-year survival rate was 80% for group A, 74% for group B, and 51% for group C (group B versus group C, p less than 0.01). Of the 121 patients who underwent complete resection and were followed up for 5 years, 41% had recurrence, 8% with local recurrence and 33% with distant metastasis. Therefore, it is important to do as complete a resection as possible together with mediastinal lymphadenectomy. Efforts to detect systemic spread should be made at the time of preoperative evaluation, even when the lung tumor is small. "
3,Intradural herniation of a thoracic disc presenting as flaccid paraplegia: case report. A case of intradural herniation of a thoracic disc in a patient with a flaccid paraplegia is described. Intradural herniation of a thoracic disc is considered a rare event. A review of the relevant patient literature revealed 14 other reports involving 28 patients. No other report has described a patient with an intradural thoracic disc herniation who developed a flaccid paraplegia. 
4,"The effect of lateral tilt on maternal and fetal hemodynamic variables. We measured maternal blood pressure and heart rate, fetal heart rate, and umbilical artery velocity waveforms in 25 healthy women placed in the supine and in both right and left 5 degrees and 10 degrees lateral tilt positions. Although we found no significant difference among these variables in the various maternal positions, two of 25 women became hypotensive and symptomatic in the supine and 5 degrees tilt positions. Because we could not predict which women would become symptomatic, we recommend lateral tilt of all pregnant women during operative procedures beyond 20 weeks' gestation, including those in the lithotomy position for vaginal delivery. "
4,"Duplex scanning of normal or minimally diseased carotid arteries: correlation with arteriography and clinical outcome. This study evaluated the role of duplex scanning in the management of patients with normal or minimally diseases carotid arteries. Carotid duplex scans were interpreted according to previously established criteria and considered normal when pulsed Doppler spectral waveforms showed laminar flow or only minor flow disturbances. Normal flow patterns were noted by duplex scanning in 100 carotid bifurcations of 72 patients who also underwent carotid arteriography. Neurologic symptoms (amaurosis fugax, transient ischemic attack, or stroke) were present in relation to 23 arteries and absent in relation to 77 arteries. On the 23 symptomatic sides arteriography was interpreted as normal in eight, 1% to 15% stenosis in 14, and 16% to 40% stenosis in one. For the 77 asymptomatic sides, arteriography showed normal vessels in 15, 1% to 15% stenosis in 43, and 16% to 40% stenosis in 19. One symptomatic patient was treated by carotid endarterectomy for an irregular 1% to 15% stenosis. None of the asymptomatic lesions were in the range of 80% to 99% stenosis, which would justify endarterectomy for asymptomatic disease. Clinical follow-up for a mean interval of 28 months on 20 of the 22 symptomatic patients not undergoing surgery revealed no strokes and transient recurrent symptoms in two patients. Assuming that the single operation in this study was indicated, duplex scanning correctly identified lesions not requiring carotid endarterectomy in 96% (22/23) of the symptomatic patients. A normal duplex scan also predicted a benign clinical outcome without operation. Duplex scanning can reliably exclude surgically treatable carotid bifurcation lesions in asymptomatic patients, and endarterectomy is rarely indicated in symptomatic patients with normal duplex scan results. This study supports a nonoperative therapeutic approach for most patients with neurologic symptoms and a normal carotid duplex scan on the appropriate side. "
2,"The diagnosis and definition of hepatic malignancies by use of arterial enhanced computerized tomographic scanning. Axial computerized tomography is a useful tool in the evaluation of either primary or metastatic hepatic neoplasms. An adjunct to this technique is visceral arterial enhanced computerized tomography (AECT). To determine the effectiveness of this modality, bolus intravenous enhanced computerized tomography scans and AECT were compared and correlated to operative findings. Fifty-four consecutive patients were evaluated by AECT and bolus intravenous enhanced computerized tomography over a 30-month period (May 1986 to August 1989) for suspected primary or metastatic hepatic malignancies. Forty-four patients (81%) had hepatic lesions. Fifty-two percent (23 of 44 patients) of the metastatic tumors were from colonic or rectal primary lesions, and 20% were hepatocellular primary lesions. The remainder of the lesions were metastases from a variety of primary lesions. When studies were compared, 34% of the patients (15 of 44 patients) differed in either the location or total number of lesions noted. The lesions of three of the 15 patients (20%) were determined unresectable on the basis of AECT. Of the remaining patients, planned resections were revised in seven patients to either lesser or greater procedures. The number of lesions found at laparotomy equaled the number found by AECT in all but two cases. AECT caused no complications. AECT improved our ability to identify and localize primary and metastatic lesions of the liver. This technique offers the advantage of preoperative definition of the hepatic arterial and portal venous anatomy. "
4,"Low-dose aspirin. II. Relationship of angiotensin II pressor responses, circulating eicosanoids, and pregnancy outcome. Forty pregnant women (28 to 32 weeks' gestation) were given low-dose aspirin therapy (81 mg/day) from the time of enrollment until delivery; circulating eicosanoid levels and angiotensin II pressor responses were measured before and after 1 week of aspirin therapy. Subsequent clinical outcome was correlated with these results. All women had significant reductions in serum and plasma thromboxane B2 levels with aspirin treatment (p less than 0.01). Eleven women who remained sensitive to the pressor effects of angiotensin II (effective pressor dose less than 10 ng/kg/min) after 1 week of low-dose aspirin treatment exhibited significant decreases (p less than 0.05) in plasma 6-keto-prostaglandin F1 alpha (264 +/- 119 vs 161 +/- 31 pg/ml, mean +/- SD) and prostaglandin E2 (476 +/- 174 vs 351 +/- 112 pg/ml) levels. In contrast, patients who were either nonsensitive (refractory) to angiotensin II (n = 18; greater than or equal to 10 ng/kg/min) before aspirin or became nonsensitive after aspirin administration (n = 11) had no change in either plasma 6-keto-prostaglandin F1 alpha or prostaglandin E2 concentrations. The occurrence of pregnancy-induced hypertension was 100% in the women who remained angiotensin II sensitive during aspirin therapy as compared with 36% and 39% in the other two groups (x2 = 16.14; p less than 0.001). Thus during low-dose aspirin therapy a failure to develop refractoriness to infused angiotensin II is associated with a nonselective inhibition of eicosanoids and the almost certain development of pregnancy-induced hypertension. These observations may reflect a basic defect in vascular adaptation to pregnancy. "
3,"Basilar artery occlusion in rats. The basilar artery is one of the three major sources of blood supply to the circle of Willis. To investigate the effects of basilar artery occlusion, we surgically exposed and coagulated the basilar artery in 25 rats. Basilar artery occlusion at any single point between the foramen magnum and the circle of Willis in 11 rats did not produce histologically detectable infarcts in the brain at 12-24 hours. Two-point occlusions of the basilar artery in 12 rats produced variable infarcts between the occlusion sites but no ischemic lesions elsewhere. After either single- or double-point occlusions, the proximal basilar artery refilled within 2-3 minutes. When the basilar artery was occluded above and below the origins of the anterior inferior cerebellar arteries, the artery segments between the occlusion points initially collapsed but refilled within 2-3 minutes in two rats. Basilar artery occlusions invariably suppressed cortical somatosensory evoked potentials by greater than 50%. Regardless of whether a brain stem infarct developed, somatosensory evoked potential amplitudes recovered to greater than baseline levels by 4 hours in seven of 17 rats and returned to baseline levels by 24 hours in every rat tested. We conclude that the occluded basilar artery receives extensive retrograde collateral blood flow and that somatosensory evoked potentials are exquisitely sensitive to basilar artery occlusion but are insensitive to whether brain stem infarcts develop. "
4,"The syndrome of bilateral hemispheric border zone ischemia. Symptoms compatible with vertebrobasilar ischemia have been reported in patients with unilateral or bilateral carotid occlusive disease. Intracranial steal phenomena have been proposed to explain the symptoms. In a review of 54 patients with angiographically documented severe bilateral carotid stenosis (less than or equal to 2 mm residual lumen) or occlusion, eight had symptoms suggesting vertebrobasilar insufficiency. Five patients were identified retrospectively, and the other three were evaluated prospectively. Symptoms included various combinations of hemodynamically mediated, transient bilateral motor, sensory, or visual impairment. Dysarthria, dysphagia, and diplopia were generally absent. Each patient also described additional symptoms compatible with transient hemispheric or retinal ischemia. The anatomic regions subserving the bilateral vertebrobasilar-like symptoms could be correlated with angiographically estimated arterial border zones in both hemispheres and may thus represent bilateral hemispheric border zone ischemia rather than brain stem ischemia. An intracranial steal need not be invoked. "
5,"Interaction of two different disorders in the beta-globin gene cluster associated with an increased hemoglobin F production: a novel deletion type of G gamma + (A gamma delta beta)zero-thalassemia and a delta zero-hereditary persistence of fetal hemoglobin determinant. We report two different disorders of the beta-globin gene cluster segregating in a Belgian family: a novel deletion that results in G gamma + (A gamma delta beta)zero-thalassemia (thal) and a heterocellular hereditary persistence of foetal hemoglobin of the Swiss type linked to a delta degree-thal gene (delta degree-HPFH). Heterozygosity for the heterocellular HPFH brings about a moderate (3.4% to 8.24%) increase of hemoglobin (Hb) F having a G gamma/A gamma ratio of 4:1, whereas carriers of the G gamma + (A gamma delta beta)zero-thal deletion show in their peripheral blood a considerably higher (15%) percentage of Hb F. Both defects interact in the compound heterozygotes for G gamma + (A gamma delta beta)zero-thal and delta zero-HPFH producing a further increase (up to 24%) of fetal Hb consisting entirely of G gamma chains. Molecular characterization of the G gamma + (A gamma delta beta)zero-thal by means of Southern analysis showed that the deletion spans about 50 kb, removing the 3' end of the A gamma-gene, the psi beta-, delta-, and beta-genes. A number of possible mechanisms leading to the overproduction of Hb F in HPFH and G gamma + (A gamma delta beta)zero-thal will be discussed. "
1,"Novel antigens characteristic of neuroendocrine malignancies. The authors describe the immunochemical detection, biochemical characterization, and tissue distribution of neuroendocrine antigens recognized by three newly developed monoclonal antibodies (MoAb) obtained after immunization of mice with the variant small cell lung cancer (SCLC) cell line NCI-H82. RNL-1 was reactive with neuroendocrine tissues similar to the SCLC cluster-1 MoAb, known to recognize N-CAM. Antibodies RNL-2 and RNL-3 are directed against different epitopes on the same proteinaceous complex. Both MoAb recognize an intracellularly located, water-soluble antigen which has a subunit composition with a protein triplet ranging in molecular weight between 44 and 45 kilodaltons (kD) next to a component of approximately 30 kD. The antibodies RNL-2 and RNL-3 reacted with a subset of neuroendocrine tissues and neuroendocrine neoplasms. In lung cancer both antibodies reacted only with some SCLC and carcinoids and not with nonneuroendocrine lung carcinomas. The potential diagnostic applicability of antibodies RNL-1, RNL-2, and RNL-3 is discussed. "
4,"Documentation of the effective length of action of antihypertensive treatment. The technique of automated ambulatory blood pressure (BP) monitoring offers an innovative means for measuring BP throughout the 24-hour period. Recently available compact monitoring instruments have been shown to be accurate and to provide reproducible measurements of the circadian BP pattern. The monitoring procedure is advantageous in that it minimizes or avoids placebo effects during therapeutic trials. Moreover, its power makes it possible to draw statistically valid conclusions regarding efficacy in fewer patients than would be required if conventional methods were used. This procedure also enhances the diagnosis of hypertension by identifying patients with ""office"" or ""white coat"" hypertension, and thereby facilitates assessment of treatment effects in those patients who are truly hypertensive. Automated monitoring measures BP at critical times of the day, including the preawakening and early morning hours, and it enables peak and trough antihypertensive drug effects to be carefully quantified. Since patient compliance appears to be enhanced with once- or twice-daily dosing, antihypertensive agents with long durations of action (24 hours) are of considerable interest. This report reviews some recent studies in which the monitoring technique has been used to measure the efficacy and duration of action of differing antihypertensive drugs. "
3,"Relaxation training in school classes does not reduce headache complaints. The effect of teacher-presented Progressive Relaxation Training (PRT) on headaches, fear of failure and school problems was studied in school students. During ten physical education lessons, students received either PRT (n = 110) or placebo training (n = 92). The effect of the training was investigated in students who indicated the presence of headaches in a pre-training diary. No significant differences were found between both training groups regarding headache frequency, duration and intensity and the psychological variables. On the basis of these and previous findings, it is recommended to present PRT to fairly small groups of self-selected subjects instead of complete classes. "
4,"Early diagnosis and surgical intervention of acute aortic dissection by transesophageal color flow mapping. To determine whether transesophageal color Doppler echocardiography (TEE) is useful for the early diagnosis and surgical intervention in acute aortic dissection, 57 serial patients with acute aortic dissection were examined. These patients were evaluated by TEE with either the single-plane probe (39 patients) or the biplanar probe (18 patients) just after admission. The intimal flap was detected in all patients, and there were 18 patients with type A dissection and 39 patients with type B dissection. The entry was visualized in 83% of type A dissection cases and in 90% of type B dissection cases. In two of 18 patients examined with the biplanar probe technique, the entry was detected in the longitudinal view only. Emergency operations were performed in 18 patients with type A dissection and in 10 patients with ruptured type B dissection. Twenty-nine of 39 patients with type B dissection were treated conservatively. The operative mortality rate of patients with type A dissection was 22%, and that of patients with ruptured type B dissection was 60%. The major advantage of TEE is its ease of application at the bedside or in the operating room, which allows immediate and accurate diagnosis of acute aortic dissection for emergency surgical intervention. Biplanar TEE provides additional acoustic windows, ease of spatial orientation, and more accurate visualization of entry. TEE is a useful and powerful diagnostic tool for acute aortic dissection, and by using this method, one may achieve a more rapid and aggressive surgical approach for patients with acute aortic dissection. "
2,"Utility of upper endoscopy in the evaluation of noncardiac chest pain. The diagnostic yield of esophagogastroduodenoscopy, esophageal manometry, and Bernstein testing was assessed in 100 consecutive patients being evaluated for non-cardiac chest pain. Manometric studies revealed the nutcracker esophagus in 21 patients; non-specific esophageal motility disorders in 19 patients; a hypertensive lower esophageal sphincter in 4 patients; diffuse esophageal spasm in 2 patients; and normal motility in 54 patients. Endoscopy was normal in 38 patients; but revealed grades II to IV esophagitis in 24 patients; gastritis and/or duodenitis in 18 patients; a sliding hiatal hernia without evidence of esophagitis in 14 patients; and gastric or duodenal ulcers in 6 patients. Twenty-five individuals were found to have normal manometric studies in combination with a negative Bernstein test. Among these 25 patients, however, 7 patients had esophagitis (grade II or higher); 6 patients had gastritis and/or duodenitis; five patients had a sliding hiatal hernia without esophagitis; 1 patient had peptic ulcer disease; and only 6 patients had a normal endoscopic exam. Our results indicate that endoscopy can identify a significant number of patients with acid-peptic disease who present with non-cardiac chest pain, that would not have been otherwise diagnosed by esophageal manometry or Bernstein testing alone or in combination. "
1,"Soluble interleukin-2 receptors in patients with nasopharyngeal carcinoma. The authors performed a retrospective analysis of serum soluble interleukin-2 receptor (sIL-2R) levels in 72 patients with nasopharyngeal carcinoma (NPC) using an enzyme immunoassay. Their objectives were to determine the value of serum sIL-2R in estimating the tumor burden, and its predictive value in response to therapy and prognosis. The data showed that serum sIL-2R levels in patients were significantly higher than that of healthy controls. The serum levels correlated with clinical staging and hence the tumor burden of NPC. Serial measurement of serum sIL-2R provided an accurate prognostic index of the clinical response to radiotherapy in at least 89% of patients with raised serum sIL-2R at initial diagnosis (defined as mean + 2 SD of healthy controls) and a reliable predictive index in all patients who subsequently developed distant metastasis despite initial radiotherapy. Simultaneous measurement of Epstein-Barr virus-related serology (IgA-VCA and IgG-EA) failed to demonstrate predictive value comparable with that of serum sIL-2R. The authors conclude that monitoring serum sIL-2R levels has clinical and prognostic significance in patients with NPC and that prospective studies are indicated. "
1,"Recombinant IFN-alpha in lymphomas. The effectiveness of interferon (IFN) therapy in malignant lymphoma is analyzed in this review. Although various treatment regimens including IFN at various dose levels have so far not proved to have curative potential, a substantial palliative effect has been noted in hairy-cell leukemia and in some non-Hodgkin lymphomas of low-grade malignancy. Early stages of lymphoma disease are more responsive to IFN therapy, and this holds true also for chronic lymphocytic leukemia, in which IFN treatment is usually not effective in progressed disease after chemotherapy. Concepts of early-phase treatment and of remission maintenance by using IFN therapy are discussed on the basis of the data from several studies. "
1,"Symptomatic pineal cyst: case report. Pineal cysts are being described with increasing frequency since the advent of magnetic resonance imaging. Although pineal cysts are incidental findings in as many as 4% of magnetic resonance imaging studies, symptomatic pineal cysts are quite rare. We present a case of pineal cyst causing aqueductal obstruction with symptomatic hydrocephalus and resultant headache and syncope, which was treated by surgical resection. A review of the relevant literature and discussion follow. "
3,"Dysgeusia, gustatory sweating, and crocodile tears syndrome induced by a cerebellopontine angle meningioma. Facial nerve involvement in cerebellopontine angle tumors, both during their development and after excision, may be expressed in irreversible dysfunction of the parasympathetic pathways. The exact location of the lesion along the efferent nerve fibers can be established through evaluation of the functional level of those organs supplied by the cholinergic motor secretory components. This report deals with a female patient in whom peripheral facial palsy developed shortly after removal of a right cerebellopontine angle meningioma. She had slight facial asymmetry and deafness in the right ear and complained of prandial flush and sweating of the right malar area. Occult ipsilateral hyposalivation and hypolacrimation were diagnosed. In patients with seventh and ninth cranial nerve pathoses, evaluation of the end organs that are supplied by their associated autonomous nerve fibers is mandatory to prevent late ocular and oral sequelae. "
3,"Elevated alpha-tumor necrosis factor levels in spinal fluid from HIV-1-infected patients with central nervous system involvement. To assess the role of alpha-tumor necrosis factor in the pathogenesis of central nervous system involvement during human immunodeficiency virus type 1 infection, we recorded clinical data and measured alpha-tumor necrosis factor levels in serum and cerebrospinal fluid samples from 45 patients infected with human immunodeficiency virus type 1, classified as group II/III (10), group IV A (5), group IV B (10), and group IV C-1 (20) of the Centers for Disease Control acquired immunodeficiency syndrome classification system and 42 controls. Alpha-tumor necrosis factor was above the limit of detection in only 3 of 15 sera and 3 of 15 cerebrospinal fluid samples from patients in group II/III and group IV A, whereas it was detected in 17 of 30 sera (p less than 0.05) and 22 of 30 cerebrospinal fluid (p less than 0.0002) samples from clinically more advanced patients (group IV B and group IV C-1). Alpha-tumor necrosis factor mean values were 21.5 pg/ml in sera and 50.0 pg/ml in cerebrospinal fluid from group IV B patients and 30.4 pg/ml in sera and 24 pg/ml in cerebrospinal fluid from group IV C-1 patients. "
5,"Prolonged treatment of children with chronic hepatitis B with recombinant alpha 2a-interferon: a controlled, randomized study. A prospective study was conducted to evaluate the efficacy and tolerance of alpha-interferon in 20 children with biopsy-proven HBsAg/HBeAg/HBV-DNA-positive, anti-delta-negative chronic hepatitis. Patients were randomized to receive alpha 2a-interferon (INF), 3 MU im three times weekly for 12 months, or no treatment (10 patients per group). Five patients receiving IFN showed a marked decrease or negativization of HBV-DNA during treatment. At the end of the study (after 18 month), three patients lost HBV-DNA permanently, and two of them seroconverted to HBeAb 10 and 11 months after disappearance of HBV-DNA with normalization of aminotransferase values. In the control group, one patient had spontaneous clearance of HBV-DNA with conversion to HBeAb and normalization of aminotransferase levels. All treated patients had a febrile reaction in the first month of treatment. The dose of IFN had to be decreased in two patients and was discontinued for persistent intolerance in one of them. Patients who showed a decreased viral replication had higher initial biochemical and histological activity than nonresponders. The data suggest that IFN treatment may favorably influence the progression of chronic B hepatitis in children with a history of acute hepatitis and active chronic disease. "
4,"Bioenergetic recovery processes of injured myocardium. We employed cervically transplanted nonworking myocardium to simulate the condition of a heart supported by a ventricular assist device, and to investigate the bioenergetic recovery processes of injured myocardium with 31P nuclear magnetic resonance (NMR) techniques. A heterotopic graft was placed in the cervical portion of a recipient rat. One week later, a control 31P NMR spectrum was obtained from the graft. On the same day, the aorta of the graft was clamped for 30 minutes at room temperature. After this procedure, 31P NMR measurements of the graft were performed for 1 week. The phosphocreatine (PCr)/Inorganic phosphate (Pi) ratio, and beta-phosphate from adenosine triphosphate (beta-ATP)/Pi ratio on the first and second day after injury were significantly lower than control (p less than 0.05). However, these ratios recovered to a significant extent on the third and fourth day. These results suggest that 3 or 4 days are required for bioenergetic recovery of reversibly injured myocardium, even under nonworking conditions. "
2,"Swallowing disorders in patients with prolonged orotracheal intubation or tracheostomy tubes. Eleven patients were tested for swallowing dysfunction after prolonged orotracheal intubation. Ten had a tracheostomy tube. Mean duration of orotracheal intubation was 19.9 days, mean age 65 yr, and no patient had a concomitant neurologic deficit. All patients had a modified barium swallow with videofluoroscopy. All patients had at least one defect of 11 defects characterized. There was a mean of six defects/patient. The most common defects were delayed triggering of the swallow response (present in all patients) and pharyngeal pooling of contrast material (n = 9). Follow-up videofluoroscopy was performed in five patients (all had improved) with mean defects decreasing from 6.1 to 2.8/patient. With one exception, no patient had any defect that was worse than mild in severity. We concluded that prolonged orotracheal intubation with or without tracheostomy may cause prolonged and severe swallowing dysfunction. The deficits improve with time. The presence of a gag reflex does not confer protection against aspiration of pharyngeal contrast. "
3,"Multiple noncontiguous spine fractures. The data from a prospective study of 508 spine injuries were reviewed to determine the incidence of multiple noncontiguous spine fractures. All patients were examined at admission and at 1 and 2 years postinjury. This series identified 77 (15.2%) multilevel fractures. Motor vehicle accidents were the primary cause of these fractures. The incidence of neurologic injury was not significantly different between multiple noncontiguous and single fractures. Failure to use seat belts and ejection from the vehicle were the main factors associated with multiple noncontiguous spine injuries. Seven major fracture patterns were identified, which accounted for 60% of these injuries. The prognosis for multilevel spine fractures was not significantly worse that that for single-level injuries. "
2,"Natural history and prognostic factors for chronic hepatitis type B. One hundred and five hepatitis B surface antigen (HBsAg) positive patients presenting with chronic persistent hepatitis (n = 46) or chronic active hepatitis without cirrhosis (n = 59) were followed longitudinally for one to 16 years (mean 5.5 years) and underwent follow up biopsy. During a mean histological follow up of 3.7 years, active cirrhosis developed in 21 (20%) patients one to 13 years after entry to the study with a calculated annual incidence of 5.9%. The probability of evolution to cirrhosis was significantly higher in patients with chronic active hepatitis and bridging hepatic necrosis than in those with moderate chronic active hepatitis or chronic persistent hepatitis (p less than 0.0001). Cox multiple regression analysis showed that the following three variables independently implied poor prognosis: older age, presence of bridging hepatic necrosis, and persistence of hepatitis B virus DNA in serum (p less than 0.0001). These findings indicate that patients with severe chronic active hepatitis and persistent hepatitis B virus replication are at very high risk of rapid progression to cirrhosis. "
1,"Empiric treatment of fungal infections in the neutropenic host. Review of the literature and guidelines for use. Persistent fever that is refractory to broad-spectrum antibacterials is common in neutropenic patients undergoing induction chemotherapy of acute leukemia. Clinical experience suggests that many of these patients are infected with fungi. Until recently, data supporting the role of empiric antifungal therapy in this setting were limited to small groups of patients or postmortem reports. Evolving evidence in larger patient populations supports data from smaller series: febrile neutropenic patients who have failed to respond to a 4- to 7-day course of broad-spectrum antibacterials may benefit from the early initiation of antifungal therapy. Patients with fungal colonization or pulmonary infiltrates and adult patients who have not received previous fungal prophylaxis may especially benefit from the early use of antifungal drugs. Amphotericin B has been the ""gold standard"" for empiric antifungal therapy, although the newer azoles may be useful in certain situations. "
1,"Diagnosis of corticotropin-producing bronchial carcinoid tumors causing Cushing's syndrome Cushing's syndrome due to ectopic production of adrenocorticotropic hormone (corticotropin) has been recognized for many years. Traditionally, clinicians have thought that most cases were due to lung carcinomas and that the clinical manifestations differed from those for pituitary-dependent Cushing's syndrome. We report two cases of corticotropin-producing bronchial carcinoid tumors that were clinically and biochemically indistinguishable from pituitary-dependent Cushing's syndrome. Review of the literature revealed that bronchial carcinoid tumors are the most common cause of Cushing's syndrome due to ectopic secretion of corticotropin. On biochemical and anatomic studies, they are frequently indistinguishable from pituitary-dependent Cushing's syndrome and thus may be difficult to diagnose. Inferior petrosal sinus sampling for corticotropin and computerized imaging of the chest may be the best aids in making the diagnosis. "
4,"Effects of fish-oil ingestion on cardiovascular risk factors in hyperlipidemic subjects in Israel: a randomized, double-blind crossover study. Effects of a daily fish-oil supplement on serum lipids, apolipoproteins, and some platelet functions and hemorheologic variables were examined in 27 hyperlipidemic subjects in a randomized, controlled, double-blind, crossover fashion with an identically encapsulated vegetable oil serving as the control treatment. Despite the habitual high linoleic acid intake of the study population, significant incorporation of n-3 (omega-3) fatty acids into the serum, platelet, and erythrocyte lipids was observed after the fish-oil supplement. Ingestion of fish oil resulted in a 40% decrease in the triglyceride concentration, a 12% increase in HDL cholesterol, and a significant decrease in plasma viscosity, whereas the vegetable-oil placebo had no significant effect. We conclude that a moderate intake of fish oil (15 g/d) is a feasible treatment for hypertriglyceridemia even in patients with a background of high linoleic acid intake and that it may have a beneficial effect on several cardiovascular risk factors. "
